Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 

Subject 16524: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 17403: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 20150: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 23541: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 30840: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 31924: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 6532: V: 20 | C: 17.36 | Overall score: 18.68 

Subject 24550: V: 20 | C: 17.01 | Overall score: 18.51 

Subject 15851: V: 20 | C: 16.9 | Overall score: 18.45 

Subject 23184: V: 20 | C: 16.9 | Overall score: 18.45 

Subject 12966: V: 20 | C: 16.78 | Overall score: 18.39 

Subject 2546: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 25922: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 2595: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 31907: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 4645: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 5746: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 724: V: 20 | C: 16.67 | Overall score: 18.34 

Subject 12239: V: 20 | C: 16.32 | Overall score: 18.16 

Subject 21243: V: 20 | C: 16.32 | Overall score: 18.16 

Subject 27989: V: 20 | C: 16.32 | Overall score: 18.16 

Subject 4707: V: 20 | C: 16.32 | Overall score: 18.16 

Subject 8000: V: 20 | C: 16.2 | Overall score: 18.10 

Subject 13424: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 15060: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 15225: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 15559: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 17390: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 22868: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 24484: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 25353: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 26207: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 7721: V: 20 | C: 15.97 | Overall score: 17.98 

Subject 3648: V: 20 | C: 15.74 | Overall score: 17.87 

Subject 12977: V: 20 | C: 15.62 | Overall score: 17.81 

Subject 19194: V: 20 | C: 15.62 | Overall score: 17.81 

Subject 1943: V: 20 | C: 15.62 | Overall score: 17.81 

Subject 22209: V: 20 | C: 15.62 | Overall score: 17.81 

Subject 23169: V: 20 | C: 15.51 | Overall score: 17.75 

Subject 10946: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 17063: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 18577: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 21532: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 22174: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 22762: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 26008: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 28379: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 28710: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 29494: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 32391: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 6934: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 6968: V: 20 | C: 15.28 | Overall score: 17.64 

Subject 21770: V: 20 | C: 15.05 | Overall score: 17.52 

Subject 31089: V: 20 | C: 15.05 | Overall score: 17.52 

Subject 22288: V: 20 | C: 14.93 | Overall score: 17.46 

Subject 25974: V: 20 | C: 14.93 | Overall score: 17.46 

Subject 5889: V: 20 | C: 14.93 | Overall score: 17.46 

Subject 15399: V: 20 | C: 14.58 | Overall score: 17.29 

Subject 16064: V: 20 | C: 14.58 | Overall score: 17.29 

Subject 4634: V: 20 | C: 14.58 | Overall score: 17.29 

Subject 8863: V: 20 | C: 14.58 | Overall score: 17.29 

Subject 9442: V: 20 | C: 14.58 | Overall score: 17.29 

Subject 6030: V: 20 | C: 14.35 | Overall score: 17.18 

Subject 10267: V: 20 | C: 14.24 | Overall score: 17.12 

Subject 18632: V: 20 | C: 14.24 | Overall score: 17.12 

Subject 29469: V: 20 | C: 14.24 | Overall score: 17.12 

Subject 3627: V: 20 | C: 14.24 | Overall score: 17.12 

Subject 12137: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 16951: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 17615: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 19299: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 22470: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 23263: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 25611: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 26225: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 31087: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 31997: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 5793: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 7005: V: 20 | C: 13.89 | Overall score: 16.95 

Subject 13717: V: 20 | C: 13.66 | Overall score: 16.83 

Subject 12808: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 17204: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 2566: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 31949: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 6377: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 6577: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 6993: V: 20 | C: 13.54 | Overall score: 16.77 

Subject 12350: V: 20 | C: 13.31 | Overall score: 16.66 

Subject 7832: V: 20 | C: 13.31 | Overall score: 16.66 

Subject 10673: V: 20 | C: 13.19 | Overall score: 16.59 

Subject 13824: V: 20 | C: 13.19 | Overall score: 16.59 

Subject 18346: V: 20 | C: 13.19 | Overall score: 16.59 

Subject 6509: V: 20 | C: 13.19 | Overall score: 16.59 

Subject 6679: V: 20 | C: 13.19 | Overall score: 16.59 

Subject 14494: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 17305: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 23330: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 24857: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 32634: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 3961: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 5780: V: 20 | C: 12.85 | Overall score: 16.43 

Subject 11751: V: 20 | C: 12.73 | Overall score: 16.37 

Subject 21540: V: 20 | C: 12.73 | Overall score: 16.37 

Subject 3596: V: 20 | C: 12.73 | Overall score: 16.37 

Subject 15360: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 1745: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 17678: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 19100: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 20298: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 2227: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 24620: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 24932: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 25277: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 25913: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 29832: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 31162: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 32038: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 32653: V: 20 | C: 12.5 | Overall score: 16.25 

Subject 30888: V: 20 | C: 12.15 | Overall score: 16.07 

Subject 358: V: 20 | C: 12.15 | Overall score: 16.07 

Subject 8325: V: 20 | C: 12.15 | Overall score: 16.07 

Subject 18454: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 22781: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 24265: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 24916: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 25389: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 30862: V: 20 | C: 11.83 | Overall score: 15.91 

Subject 4524: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 607: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 6139: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 7034: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 8909: V: 20 | C: 11.81 | Overall score: 15.91 

Subject 10051: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 13380: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 19400: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 22075: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 23937: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 5427: V: 20 | C: 11.46 | Overall score: 15.73 

Subject 11179: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 11936: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 20993: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 2140: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 23622: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 24485: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 25187: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 2720: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 4492: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 4493: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 476: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 4977: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 5501: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 8083: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 8624: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 8706: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 8761: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 9198: V: 20 | C: 11.11 | Overall score: 15.55 

Subject 25205: V: 20 | C: 10.76 | Overall score: 15.38 

Subject 32451: V: 20 | C: 10.76 | Overall score: 15.38 

Subject 4198: V: 20 | C: 10.76 | Overall score: 15.38 

Subject 4441: V: 20 | C: 10.76 | Overall score: 15.38 

Subject 693: V: 20 | C: 10.76 | Overall score: 15.38 

Subject 12358: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 17160: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 18362: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 19735: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 20933: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 21961: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 25464: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 26213: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 32230: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 9329: V: 20 | C: 10.42 | Overall score: 15.21 

Subject 32604: V: 20 | C: 10.3 | Overall score: 15.15 

Subject 1302: V: 20 | C: 10.07 | Overall score: 15.04 

Subject 6337: V: 20 | C: 10.07 | Overall score: 15.04 

Subject 8699: V: 20 | C: 10.07 | Overall score: 15.04 

Subject 14783: V: 20 | C: 9.95 | Overall score: 14.97 

Subject 2089: V: 20 | C: 9.95 | Overall score: 14.97 

Subject 25706: V: 20 | C: 9.95 | Overall score: 14.97 

Subject 32541: V: 20 | C: 9.95 | Overall score: 14.97 

Subject 11921: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 12318: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 12385: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 13211: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 16376: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 18218: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 20085: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 22471: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 22755: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 23340: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 25633: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 26561: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 32518: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 4174: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 6236: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 758: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 7837: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 8327: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 8456: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 934: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 9570: V: 20 | C: 9.72 | Overall score: 14.86 

Subject 10996: V: 20 | C: 9.61 | Overall score: 14.80 

Subject 1334: V: 20 | C: 9.61 | Overall score: 14.80 

Subject 24829: V: 20 | C: 9.61 | Overall score: 14.80 

Subject 13198: V: 20 | C: 9.38 | Overall score: 14.69 

Subject 14327: V: 20 | C: 9.26 | Overall score: 14.63 

Subject 2660: V: 20 | C: 9.26 | Overall score: 14.63 

Subject 10683: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 11145: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 13676: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 1412: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 26032: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 29177: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 29759: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 30970: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 31718: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 31863: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 5414: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 8621: V: 20 | C: 9.03 | Overall score: 14.52 

Subject 17270: V: 20 | C: 8.8 | Overall score: 14.40 

Subject 13270: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 14718: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 16969: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 18578: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 23859: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 26454: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 27009: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 3825: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 5248: V: 20 | C: 8.68 | Overall score: 14.34 

Subject 833: V: 20 | C: 8.56 | Overall score: 14.28 

Subject 8913: V: 20 | C: 8.56 | Overall score: 14.28 

Subject 10733: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 10991: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 11475: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 1235: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 1310: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 15065: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 16358: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 19846: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 20357: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 23551: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 23841: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 24558: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 26284: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 27992: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 30729: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 332: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 6717: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 760: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 7611: V: 20 | C: 8.33 | Overall score: 14.16 

Subject 19171: V: 20 | C: 8.22 | Overall score: 14.11 

Subject 25195: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 25453: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 25669: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 3128: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 5221: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 8123: V: 20 | C: 7.99 | Overall score: 14.00 

Subject 11777: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 12778: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 14369: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 15988: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 15994: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 17361: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 19189: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 20672: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 22099: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 23227: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 24087: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 26363: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 26409: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 30853: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 4936: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 5898: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 9159: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 9861: V: 20 | C: 7.64 | Overall score: 13.82 

Subject 25414: V: 20 | C: 7.41 | Overall score: 13.71 

Subject 2847: V: 20 | C: 7.41 | Overall score: 13.71 

Subject 11939: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 1582: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 16401: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 17830: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 22405: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 23043: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 23379: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 25784: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 28582: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 5041: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 8937: V: 20 | C: 7.29 | Overall score: 13.64 

Subject 15031: V: 20 | C: 7.18 | Overall score: 13.59 

Subject 16220: V: 20 | C: 7.18 | Overall score: 13.59 

Subject 16749: V: 20 | C: 7.18 | Overall score: 13.59 

Subject 10747: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 1181: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 13232: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 1393: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 15483: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 16386: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 16529: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 17685: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 17893: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 1864: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 20044: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 20074: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 20311: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 21351: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 2145: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 21941: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 26587: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 2746: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 29885: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 30366: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 31166: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 32563: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 5687: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 6326: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 6403: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 6820: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 7004: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 7092: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 7366: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 9716: V: 20 | C: 6.94 | Overall score: 13.47 

Subject 20799: V: 20 | C: 6.83 | Overall score: 13.41 

Subject 18808: V: 20 | C: 6.71 | Overall score: 13.36 

Subject 12159: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 14698: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 14842: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 26584: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 4352: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 4580: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 7954: V: 20 | C: 6.6 | Overall score: 13.30 

Subject 7372: V: 20 | C: 6.48 | Overall score: 13.24 

Subject 10162: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 12059: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 13030: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 13769: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 13971: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 14368: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 14610: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 15344: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 15942: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 16234: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 17309: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 17380: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 18702: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 20056: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 20697: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 23216: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 24816: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 25977: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 26081: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 27497: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 2920: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 4106: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 5116: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 6795: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 7032: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 8632: V: 20 | C: 6.25 | Overall score: 13.12 

Subject 18933: V: 20 | C: 6.13 | Overall score: 13.06 

Subject 18652: V: 20 | C: 6.02 | Overall score: 13.01 

Subject 26683: V: 20 | C: 6.02 | Overall score: 13.01 

Subject 11152: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 15523: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 15746: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 19258: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 19800: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 24010: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 24686: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 24832: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 27285: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 29980: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 3671: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 6199: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 9071: V: 20 | C: 5.9 | Overall score: 12.95 

Subject 10410: V: 20 | C: 5.79 | Overall score: 12.89 

Subject 24684: V: 20 | C: 5.79 | Overall score: 12.89 

Subject 25701: V: 20 | C: 5.79 | Overall score: 12.89 

Subject 25703: V: 20 | C: 5.58 | Overall score: 12.79 

Subject 12296: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 13450: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 13831: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 15735: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 15788: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 16952: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 18097: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 18502: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 18566: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 18705: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 18806: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 19787: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 20843: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 20989: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 21075: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 21198: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 22881: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 23545: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 24648: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 27488: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 29785: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 30347: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 32215: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 3720: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 4086: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 4218: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 6259: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 6460: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 649: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 7194: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 7484: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 7796: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 7835: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 8642: V: 20 | C: 5.56 | Overall score: 12.78 

Subject 16869: V: 20 | C: 5.32 | Overall score: 12.66 

Subject 18083: V: 20 | C: 5.32 | Overall score: 12.66 

Subject 24183: V: 20 | C: 5.32 | Overall score: 12.66 

Subject 13085: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 15467: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 16837: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 22100: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 28852: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 31363: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 3608: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 7899: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 7970: V: 20 | C: 5.21 | Overall score: 12.61 

Subject 1764: V: 20 | C: 5.09 | Overall score: 12.54 

